"YYYYMMDD","Pday_mm","TmeanDay_C","TminDay_C","TmaxDay_C","Date","Year","Month","Month_Y"
19901116,0,12,7.5,16.5,1990-11-16,1990,"Nov","1990-Nov"
19901117,0,11,6.5,15.5,1990-11-17,1990,"Nov","1990-Nov"
19901118,0,11.5,7,16,1990-11-18,1990,"Nov","1990-Nov"
19901119,0,14.2,11,17.5,1990-11-19,1990,"Nov","1990-Nov"
19901120,20.6,11.5,8.5,14.5,1990-11-20,1990,"Nov","1990-Nov"
19901121,1.2,8.5,7.5,9.5,1990-11-21,1990,"Nov","1990-Nov"
19901122,0,6.5,3.5,9.5,1990-11-22,1990,"Nov","1990-Nov"
19901123,10.6,7,2.5,11.5,1990-11-23,1990,"Nov","1990-Nov"
19901124,5.3,8.2,3.5,13,1990-11-24,1990,"Nov","1990-Nov"
19901125,22.7,5.5,0.5,10.5,1990-11-25,1990,"Nov","1990-Nov"
19901126,0,6.2,2.5,10,1990-11-26,1990,"Nov","1990-Nov"
19901127,24.7,4.8,3,6.5,1990-11-27,1990,"Nov","1990-Nov"
19901128,10,7.2,4.5,10,1990-11-28,1990,"Nov","1990-Nov"
19901129,4.2,6,5,7,1990-11-29,1990,"Nov","1990-Nov"
19901130,0,7.2,5.5,9,1990-11-30,1990,"Nov","1990-Nov"
19901201,0,7.2,5.5,9,1990-12-01,1990,"Dec","1990-Dec"
19901202,0,2.8,-1.5,7,1990-12-02,1990,"Dec","1990-Dec"
19901203,0,0.8,-3.5,5,1990-12-03,1990,"Dec","1990-Dec"
19901204,0,2.8,-2,7.5,1990-12-04,1990,"Dec","1990-Dec"
19901205,0,4.8,2.5,7,1990-12-05,1990,"Dec","1990-Dec"
19901206,0,6.2,3.5,9,1990-12-06,1990,"Dec","1990-Dec"
19901207,0,4.2,-2.5,11,1990-12-07,1990,"Dec","1990-Dec"
19901208,6.9,3.5,1.5,5.5,1990-12-08,1990,"Dec","1990-Dec"
19901209,24.7,3,0.5,5.5,1990-12-09,1990,"Dec","1990-Dec"
19901210,40.8,4.8,1,8.5,1990-12-10,1990,"Dec","1990-Dec"
19901211,7.3,5.5,1.5,9.5,1990-12-11,1990,"Dec","1990-Dec"
19901212,9.3,8.5,6.5,10.5,1990-12-12,1990,"Dec","1990-Dec"
19901213,4.5,8.2,7,9.5,1990-12-13,1990,"Dec","1990-Dec"
19901214,0,6,4,8,1990-12-14,1990,"Dec","1990-Dec"
19901215,0,1.2,-4,6.5,1990-12-15,1990,"Dec","1990-Dec"
19901216,0,1.2,-3.5,6,1990-12-16,1990,"Dec","1990-Dec"
19901217,0,2.5,-2.5,7.5,1990-12-17,1990,"Dec","1990-Dec"
19901218,2.9,3.5,-1,8,1990-12-18,1990,"Dec","1990-Dec"
19901219,0,2.8,0,5.5,1990-12-19,1990,"Dec","1990-Dec"
19901220,0,3,1.5,4.5,1990-12-20,1990,"Dec","1990-Dec"
19901221,0,0.5,-5,6,1990-12-21,1990,"Dec","1990-Dec"
19901222,0,2.8,-4.5,10,1990-12-22,1990,"Dec","1990-Dec"
19901223,0,3.5,-3.5,10.5,1990-12-23,1990,"Dec","1990-Dec"
19901224,0,3.8,0,7.5,1990-12-24,1990,"Dec","1990-Dec"
19901225,8,4,-2.5,10.5,1990-12-25,1990,"Dec","1990-Dec"
19901226,2.8,9.8,5.5,14,1990-12-26,1990,"Dec","1990-Dec"
19901227,6.6,9.2,7.5,11,1990-12-27,1990,"Dec","1990-Dec"
19901228,2,10,2.5,17.5,1990-12-28,1990,"Dec","1990-Dec"
19901229,0,14.5,8.5,20.5,1990-12-29,1990,"Dec","1990-Dec"
19901230,0,14,11,17,1990-12-30,1990,"Dec","1990-Dec"
19901231,0.9,13,11.5,14.5,1990-12-31,1990,"Dec","1990-Dec"
19910101,0,7,1.5,12.5,1991-01-01,1991,"Jan","1991-Jan"
19910102,0,8,2,14,1991-01-02,1991,"Jan","1991-Jan"
19910103,6.8,9,4.5,13.5,1991-01-03,1991,"Jan","1991-Jan"
19910104,0,7.8,3.5,12,1991-01-04,1991,"Jan","1991-Jan"
19910105,0,6.8,0,13.5,1991-01-05,1991,"Jan","1991-Jan"
19910106,0,11.2,7.5,15,1991-01-06,1991,"Jan","1991-Jan"
19910107,2.5,11.2,10.5,12,1991-01-07,1991,"Jan","1991-Jan"
19910108,0,10.5,6.5,14.5,1991-01-08,1991,"Jan","1991-Jan"
19910109,0,14,9,19,1991-01-09,1991,"Jan","1991-Jan"
19910110,0,16.2,14,18.5,1991-01-10,1991,"Jan","1991-Jan"
19910111,28.2,12.2,12,12.5,1991-01-11,1991,"Jan","1991-Jan"
19910112,12.2,6.8,5.5,8,1991-01-12,1991,"Jan","1991-Jan"
19910113,3.6,4.5,1.5,7.5,1991-01-13,1991,"Jan","1991-Jan"
19910114,8.6,4,2,6,1991-01-14,1991,"Jan","1991-Jan"
19910115,0,2.5,-2,7,1991-01-15,1991,"Jan","1991-Jan"
19910116,1.8,4.5,-1,10,1991-01-16,1991,"Jan","1991-Jan"
19910117,0,7,3.5,10.5,1991-01-17,1991,"Jan","1991-Jan"
19910118,6,9.5,6.5,12.5,1991-01-18,1991,"Jan","1991-Jan"
19910119,1,10,8.5,11.5,1991-01-19,1991,"Jan","1991-Jan"
19910120,0,6.8,4,9.5,1991-01-20,1991,"Jan","1991-Jan"
19910121,6.7,4.2,-1.5,10,1991-01-21,1991,"Jan","1991-Jan"
19910122,10.3,3.2,-0.5,7,1991-01-22,1991,"Jan","1991-Jan"
19910123,0,4.5,2.5,6.5,1991-01-23,1991,"Jan","1991-Jan"
19910124,0,4.8,2,7.5,1991-01-24,1991,"Jan","1991-Jan"
19910125,0,6,0.5,11.5,1991-01-25,1991,"Jan","1991-Jan"
19910126,0,2.8,-2,7.5,1991-01-26,1991,"Jan","1991-Jan"
19910127,0,5.8,2.5,9,1991-01-27,1991,"Jan","1991-Jan"
19910128,0,7.2,3.5,11,1991-01-28,1991,"Jan","1991-Jan"
19910129,0,3.8,-3,10.5,1991-01-29,1991,"Jan","1991-Jan"
19910130,11.2,4.8,2.5,7,1991-01-30,1991,"Jan","1991-Jan"
19910131,0,6.5,2.5,10.5,1991-01-31,1991,"Jan","1991-Jan"
19910201,3.4,3.8,0,7.5,1991-02-01,1991,"Feb","1991-Feb"
19910202,0,5.2,1.5,9,1991-02-02,1991,"Feb","1991-Feb"
19910203,1.4,6.5,2,11,1991-02-03,1991,"Feb","1991-Feb"
19910204,0,6.2,2,10.5,1991-02-04,1991,"Feb","1991-Feb"
19910205,0,6.2,-1,13.5,1991-02-05,1991,"Feb","1991-Feb"
19910206,0,5.5,-2,13,1991-02-06,1991,"Feb","1991-Feb"
19910207,3.9,8.2,4,12.5,1991-02-07,1991,"Feb","1991-Feb"
19910208,0,7.5,2.5,12.5,1991-02-08,1991,"Feb","1991-Feb"
19910209,5.7,9.8,5.5,14,1991-02-09,1991,"Feb","1991-Feb"
19910210,1.9,3.2,1.5,5,1991-02-10,1991,"Feb","1991-Feb"
19910211,1.2,2.8,-2,7.5,1991-02-11,1991,"Feb","1991-Feb"
19910212,0,4.8,1,8.5,1991-02-12,1991,"Feb","1991-Feb"
19910213,21.2,1.8,-2.5,6,1991-02-13,1991,"Feb","1991-Feb"
19910214,0,3.2,1,5.5,1991-02-14,1991,"Feb","1991-Feb"
19910215,0,2.8,-5,10.5,1991-02-15,1991,"Feb","1991-Feb"
19910216,0.9,7.8,3.5,12,1991-02-16,1991,"Feb","1991-Feb"
19910217,2.3,9,5.5,12.5,1991-02-17,1991,"Feb","1991-Feb"
19910218,0,7.5,5,10,1991-02-18,1991,"Feb","1991-Feb"
19910219,0,10.8,5.5,16,1991-02-19,1991,"Feb","1991-Feb"
19910220,0,8,-0.5,16.5,1991-02-20,1991,"Feb","1991-Feb"
19910221,6.7,9.2,3,15.5,1991-02-21,1991,"Feb","1991-Feb"
19910222,0,8.2,2.5,14,1991-02-22,1991,"Feb","1991-Feb"
19910223,0,11.5,2.5,20.5,1991-02-23,1991,"Feb","1991-Feb"
19910224,0,14.5,8,21,1991-02-24,1991,"Feb","1991-Feb"
19910225,0,14.5,7.5,21.5,1991-02-25,1991,"Feb","1991-Feb"
19910226,0,10.8,4,17.5,1991-02-26,1991,"Feb","1991-Feb"
19910227,0,8.8,5.5,12,1991-02-27,1991,"Feb","1991-Feb"
19910228,1.2,9.5,5.5,13.5,1991-02-28,1991,"Feb","1991-Feb"
19910301,2.2,8.2,5.5,11,1991-03-01,1991,"Mar","1991-Mar"
19910302,0,10.2,4,16.5,1991-03-02,1991,"Mar","1991-Mar"
19910303,0,11.2,5,17.5,1991-03-03,1991,"Mar","1991-Mar"
19910304,0,12.5,5.5,19.5,1991-03-04,1991,"Mar","1991-Mar"
19910305,0,15,12.5,17.5,1991-03-05,1991,"Mar","1991-Mar"
19910306,0,14.8,12,17.5,1991-03-06,1991,"Mar","1991-Mar"
19910307,6.6,13.8,11.5,16,1991-03-07,1991,"Mar","1991-Mar"
19910308,0,13.5,9.5,17.5,1991-03-08,1991,"Mar","1991-Mar"
19910309,0,13,7.5,18.5,1991-03-09,1991,"Mar","1991-Mar"
19910310,0,12.5,5,20,1991-03-10,1991,"Mar","1991-Mar"
19910311,0,14.8,7,22.5,1991-03-11,1991,"Mar","1991-Mar"
19910312,33.8,16,9,23,1991-03-12,1991,"Mar","1991-Mar"
19910313,0,13,11,15,1991-03-13,1991,"Mar","1991-Mar"
19910314,0,14,10,18,1991-03-14,1991,"Mar","1991-Mar"
19910315,0,12.5,5.5,19.5,1991-03-15,1991,"Mar","1991-Mar"
19910316,0,14.5,9,20,1991-03-16,1991,"Mar","1991-Mar"
19910317,4.7,10.5,7.5,13.5,1991-03-17,1991,"Mar","1991-Mar"
19910318,0,9.5,2,17,1991-03-18,1991,"Mar","1991-Mar"
19910319,0,13.8,5.5,22,1991-03-19,1991,"Mar","1991-Mar"
19910320,0,16.8,7.5,26,1991-03-20,1991,"Mar","1991-Mar"
19910321,0,12.2,10,14.5,1991-03-21,1991,"Mar","1991-Mar"
19910322,17.9,9.5,2.5,16.5,1991-03-22,1991,"Mar","1991-Mar"
19910323,8.3,9,7,11,1991-03-23,1991,"Mar","1991-Mar"
19910324,78.6,7.2,5,9.5,1991-03-24,1991,"Mar","1991-Mar"
19910325,5.8,7.8,6,9.5,1991-03-25,1991,"Mar","1991-Mar"
19910326,0,9,7,11,1991-03-26,1991,"Mar","1991-Mar"
19910327,0,10.2,4,16.5,1991-03-27,1991,"Mar","1991-Mar"
19910328,0,9,4.5,13.5,1991-03-28,1991,"Mar","1991-Mar"
19910329,0,11.8,8,15.5,1991-03-29,1991,"Mar","1991-Mar"
19910330,0,7.5,1.5,13.5,1991-03-30,1991,"Mar","1991-Mar"
19910331,0,8,3,13,1991-03-31,1991,"Mar","1991-Mar"
19910401,0,8.8,1,16.5,1991-04-01,1991,"Apr","1991-Apr"
19910402,0,12,0.5,23.5,1991-04-02,1991,"Apr","1991-Apr"
19910403,0,9.2,5.5,13,1991-04-03,1991,"Apr","1991-Apr"
19910404,18.9,10,3,17,1991-04-04,1991,"Apr","1991-Apr"
19910405,11,8.2,5.5,11,1991-04-05,1991,"Apr","1991-Apr"
19910406,0,10.2,2.5,18,1991-04-06,1991,"Apr","1991-Apr"
19910407,0,10.8,5.5,16,1991-04-07,1991,"Apr","1991-Apr"
19910408,0,11.2,6,16.5,1991-04-08,1991,"Apr","1991-Apr"
19910409,0,12.2,2,22.5,1991-04-09,1991,"Apr","1991-Apr"
19910410,0,15.8,5,26.5,1991-04-10,1991,"Apr","1991-Apr"
19910411,0,18.2,9,27.5,1991-04-11,1991,"Apr","1991-Apr"
19910412,31.2,15.2,9.5,21,1991-04-12,1991,"Apr","1991-Apr"
19910413,25.7,4.8,1,8.5,1991-04-13,1991,"Apr","1991-Apr"
19910414,3.6,10.2,4.5,16,1991-04-14,1991,"Apr","1991-Apr"
19910415,12.8,11.2,7.5,15,1991-04-15,1991,"Apr","1991-Apr"
19910416,0,13,10.5,15.5,1991-04-16,1991,"Apr","1991-Apr"
19910417,4.2,8.8,6.5,11,1991-04-17,1991,"Apr","1991-Apr"
19910418,0,9,6.5,11.5,1991-04-18,1991,"Apr","1991-Apr"
19910419,8.8,8.2,5.5,11,1991-04-19,1991,"Apr","1991-Apr"
19910420,6.2,7.2,4,10.5,1991-04-20,1991,"Apr","1991-Apr"
19910421,0,6.8,2,11.5,1991-04-21,1991,"Apr","1991-Apr"
19910422,0,7.2,-1.5,16,1991-04-22,1991,"Apr","1991-Apr"
19910423,0,10.2,4,16.5,1991-04-23,1991,"Apr","1991-Apr"
19910424,13.6,10,1.5,18.5,1991-04-24,1991,"Apr","1991-Apr"
19910425,26.4,8.2,4,12.5,1991-04-25,1991,"Apr","1991-Apr"
19910426,2.6,8.2,4.5,12,1991-04-26,1991,"Apr","1991-Apr"
19910427,0,9.2,1,17.5,1991-04-27,1991,"Apr","1991-Apr"
19910428,1.8,10.5,5.5,15.5,1991-04-28,1991,"Apr","1991-Apr"
19910429,0,12,4,20,1991-04-29,1991,"Apr","1991-Apr"
19910430,4.1,14.8,8,21.5,1991-04-30,1991,"Apr","1991-Apr"
19910501,50.1,11.5,10.5,12.5,1991-05-01,1991,"May","1991-May"
19910502,19.1,8,6,10,1991-05-02,1991,"May","1991-May"
19910503,0,7.5,6,9,1991-05-03,1991,"May","1991-May"
19910504,25.8,9,7,11,1991-05-04,1991,"May","1991-May"
19910505,16.4,8.5,8,9,1991-05-05,1991,"May","1991-May"
19910506,2,8,5.5,10.5,1991-05-06,1991,"May","1991-May"
19910507,3.8,10.8,6.5,15,1991-05-07,1991,"May","1991-May"
19910508,19.5,8.8,5.5,12,1991-05-08,1991,"May","1991-May"
19910509,20,8.8,6,11.5,1991-05-09,1991,"May","1991-May"
19910510,2.1,9.8,6.5,13,1991-05-10,1991,"May","1991-May"
19910511,0,12,7.5,16.5,1991-05-11,1991,"May","1991-May"
19910512,1.6,9.2,5,13.5,1991-05-12,1991,"May","1991-May"
19910513,0,12.8,7,18.5,1991-05-13,1991,"May","1991-May"
19910514,0,12.2,10,14.5,1991-05-14,1991,"May","1991-May"
19910515,0,12.5,9.5,15.5,1991-05-15,1991,"May","1991-May"
19910516,0,11,6,16,1991-05-16,1991,"May","1991-May"
19910517,0,12.2,9,15.5,1991-05-17,1991,"May","1991-May"
19910518,0,12,10,14,1991-05-18,1991,"May","1991-May"
19910519,0,13.2,10.5,16,1991-05-19,1991,"May","1991-May"
19910520,0,13.5,9.5,17.5,1991-05-20,1991,"May","1991-May"
19910521,0,17.5,10,25,1991-05-21,1991,"May","1991-May"
19910522,0,19.2,9,29.5,1991-05-22,1991,"May","1991-May"
19910523,0,18,10,26,1991-05-23,1991,"May","1991-May"
19910524,0,15,8,22,1991-05-24,1991,"May","1991-May"
19910525,0,15,6.5,23.5,1991-05-25,1991,"May","1991-May"
19910526,0,16.8,7,26.5,1991-05-26,1991,"May","1991-May"
19910527,0,19.5,8.5,30.5,1991-05-27,1991,"May","1991-May"
19910528,0,22.5,12.5,32.5,1991-05-28,1991,"May","1991-May"
19910529,4.2,21.8,12,31.5,1991-05-29,1991,"May","1991-May"
19910530,28.9,19.5,14,25,1991-05-30,1991,"May","1991-May"
19910531,0,18.5,14.5,22.5,1991-05-31,1991,"May","1991-May"
19910601,0,18,15,21,1991-06-01,1991,"Jun","1991-Jun"
19910602,0,18.2,14.5,22,1991-06-02,1991,"Jun","1991-Jun"
19910603,0,14.5,13.5,15.5,1991-06-03,1991,"Jun","1991-Jun"
19910604,0,14.2,9,19.5,1991-06-04,1991,"Jun","1991-Jun"
19910605,4.2,15.2,9.5,21,1991-06-05,1991,"Jun","1991-Jun"
19910606,0.6,17,11.5,22.5,1991-06-06,1991,"Jun","1991-Jun"
19910607,0,17.2,13,21.5,1991-06-07,1991,"Jun","1991-Jun"
19910608,0,18.2,13.5,23,1991-06-08,1991,"Jun","1991-Jun"
19910609,0,18,10.5,25.5,1991-06-09,1991,"Jun","1991-Jun"
19910610,0,15.5,11.5,19.5,1991-06-10,1991,"Jun","1991-Jun"
19910611,0,17,8.5,25.5,1991-06-11,1991,"Jun","1991-Jun"
19910612,0,17.8,9.5,26,1991-06-12,1991,"Jun","1991-Jun"
19910613,0,17.2,13.5,21,1991-06-13,1991,"Jun","1991-Jun"
19910614,0,17,8,26,1991-06-14,1991,"Jun","1991-Jun"
19910615,0,16.5,10.5,22.5,1991-06-15,1991,"Jun","1991-Jun"
19910616,2.2,14.2,9.5,19,1991-06-16,1991,"Jun","1991-Jun"
19910617,2.8,11.5,7.5,15.5,1991-06-17,1991,"Jun","1991-Jun"
19910618,1.5,12.2,7.5,17,1991-06-18,1991,"Jun","1991-Jun"
19910619,0.4,14.2,4.5,24,1991-06-19,1991,"Jun","1991-Jun"
19910620,0,16.5,9,24,1991-06-20,1991,"Jun","1991-Jun"
19910621,0,23.5,14.5,32.5,1991-06-21,1991,"Jun","1991-Jun"
19910622,0,19.5,16,23,1991-06-22,1991,"Jun","1991-Jun"
19910623,0,22,13,31,1991-06-23,1991,"Jun","1991-Jun"
19910624,0,21,12,30,1991-06-24,1991,"Jun","1991-Jun"
19910625,0,20.5,12,29,1991-06-25,1991,"Jun","1991-Jun"
19910626,0,19.5,15.5,23.5,1991-06-26,1991,"Jun","1991-Jun"
19910627,0,17.2,14.5,20,1991-06-27,1991,"Jun","1991-Jun"
19910628,0,15.5,10.5,20.5,1991-06-28,1991,"Jun","1991-Jun"
19910629,0,17.8,9.5,26,1991-06-29,1991,"Jun","1991-Jun"
19910630,0,20.5,7.5,33.5,1991-06-30,1991,"Jun","1991-Jun"
19910701,10.3,23,14.5,31.5,1991-07-01,1991,"Jul","1991-Jul"
19910702,1.6,15.2,14.5,16,1991-07-02,1991,"Jul","1991-Jul"
19910703,0,16.2,13,19.5,1991-07-03,1991,"Jul","1991-Jul"
19910704,0.6,22.2,13.5,31,1991-07-04,1991,"Jul","1991-Jul"
19910705,2.4,19.2,15,23.5,1991-07-05,1991,"Jul","1991-Jul"
19910706,0,17.2,8,26.5,1991-07-06,1991,"Jul","1991-Jul"
19910707,0,19.5,10.5,28.5,1991-07-07,1991,"Jul","1991-Jul"
19910708,0,22.8,14,31.5,1991-07-08,1991,"Jul","1991-Jul"
19910709,0,21.8,17.5,26,1991-07-09,1991,"Jul","1991-Jul"
19910710,0,27,16.5,37.5,1991-07-10,1991,"Jul","1991-Jul"
19910711,0,21.2,13,29.5,1991-07-11,1991,"Jul","1991-Jul"
19910712,0,18.2,16,20.5,1991-07-12,1991,"Jul","1991-Jul"
19910713,0,21,16.5,25.5,1991-07-13,1991,"Jul","1991-Jul"
19910714,0,19.2,12.5,26,1991-07-14,1991,"Jul","1991-Jul"
19910715,0,21,15.5,26.5,1991-07-15,1991,"Jul","1991-Jul"
19910716,0,21,17.5,24.5,1991-07-16,1991,"Jul","1991-Jul"
19910717,0,22.5,15,30,1991-07-17,1991,"Jul","1991-Jul"
19910718,0,23.2,13,33.5,1991-07-18,1991,"Jul","1991-Jul"
19910719,0.5,22,13.5,30.5,1991-07-19,1991,"Jul","1991-Jul"
19910720,0,21.5,17.5,25.5,1991-07-20,1991,"Jul","1991-Jul"
19910721,0,20.5,17,24,1991-07-21,1991,"Jul","1991-Jul"
19910722,0,25.8,19,32.5,1991-07-22,1991,"Jul","1991-Jul"
19910723,1.1,22.5,20.5,24.5,1991-07-23,1991,"Jul","1991-Jul"
19910724,0,19,16,22,1991-07-24,1991,"Jul","1991-Jul"
19910725,0.9,18,14.5,21.5,1991-07-25,1991,"Jul","1991-Jul"
19910726,0,17.2,14.5,20,1991-07-26,1991,"Jul","1991-Jul"
19910727,0,21.8,13,30.5,1991-07-27,1991,"Jul","1991-Jul"
19910728,0,25.2,13.5,37,1991-07-28,1991,"Jul","1991-Jul"
19910729,0,23.8,17.5,30,1991-07-29,1991,"Jul","1991-Jul"
19910730,0.5,19,11.5,26.5,1991-07-30,1991,"Jul","1991-Jul"
19910731,0,20.8,15.5,26,1991-07-31,1991,"Jul","1991-Jul"
19910801,0,18.8,16,21.5,1991-08-01,1991,"Aug","1991-Aug"
19910802,0,21.5,12,31,1991-08-02,1991,"Aug","1991-Aug"
19910803,0,22.5,13,32,1991-08-03,1991,"Aug","1991-Aug"
19910804,0,21.2,13.5,29,1991-08-04,1991,"Aug","1991-Aug"
19910805,0,24,15,33,1991-08-05,1991,"Aug","1991-Aug"
19910806,0,22.2,18,26.5,1991-08-06,1991,"Aug","1991-Aug"
19910807,1,22.8,18.5,27,1991-08-07,1991,"Aug","1991-Aug"
19910808,4.2,18.5,16,21,1991-08-08,1991,"Aug","1991-Aug"
19910809,5,18,14,22,1991-08-09,1991,"Aug","1991-Aug"
19910810,0,20.2,14.5,26,1991-08-10,1991,"Aug","1991-Aug"
19910811,0,21,12,30,1991-08-11,1991,"Aug","1991-Aug"
19910812,0,22.5,13.5,31.5,1991-08-12,1991,"Aug","1991-Aug"
19910813,0,26,14,38,1991-08-13,1991,"Aug","1991-Aug"
19910814,0,25,16.5,33.5,1991-08-14,1991,"Aug","1991-Aug"
19910815,0,26.2,18.5,34,1991-08-15,1991,"Aug","1991-Aug"
19910816,0,22.5,17,28,1991-08-16,1991,"Aug","1991-Aug"
19910817,0,21.5,16.5,26.5,1991-08-17,1991,"Aug","1991-Aug"
19910818,0,22,17,27,1991-08-18,1991,"Aug","1991-Aug"
19910819,0,23.8,18,29.5,1991-08-19,1991,"Aug","1991-Aug"
19910820,0,23.2,15,31.5,1991-08-20,1991,"Aug","1991-Aug"
19910821,0,26.5,16.5,36.5,1991-08-21,1991,"Aug","1991-Aug"
19910822,0,27.8,26,29.5,1991-08-22,1991,"Aug","1991-Aug"
19910823,0,21.2,14,28.5,1991-08-23,1991,"Aug","1991-Aug"
19910824,0,29,21,37,1991-08-24,1991,"Aug","1991-Aug"
19910825,0,27.8,16.5,39,1991-08-25,1991,"Aug","1991-Aug"
19910826,0,28.2,17.5,39,1991-08-26,1991,"Aug","1991-Aug"
19910827,0,26.5,18,35,1991-08-27,1991,"Aug","1991-Aug"
19910828,0,29,18.5,39.5,1991-08-28,1991,"Aug","1991-Aug"
19910829,0,25.5,19.5,31.5,1991-08-29,1991,"Aug","1991-Aug"
19910830,0,25.8,17,34.5,1991-08-30,1991,"Aug","1991-Aug"
19910831,0,23.5,17.5,29.5,1991-08-31,1991,"Aug","1991-Aug"
19910901,0,20.8,16,25.5,1991-09-01,1991,"Sep","1991-Sep"
19910902,18.9,22.5,15.5,29.5,1991-09-02,1991,"Sep","1991-Sep"
19910903,14.1,23.8,17,30.5,1991-09-03,1991,"Sep","1991-Sep"
19910904,0,23.5,17.5,29.5,1991-09-04,1991,"Sep","1991-Sep"
19910905,1.8,24.2,16,32.5,1991-09-05,1991,"Sep","1991-Sep"
19910906,0,22.5,17,28,1991-09-06,1991,"Sep","1991-Sep"
19910907,0,21.5,15.5,27.5,1991-09-07,1991,"Sep","1991-Sep"
19910908,0,22.2,15,29.5,1991-09-08,1991,"Sep","1991-Sep"
19910909,0,24,14,34,1991-09-09,1991,"Sep","1991-Sep"
19910910,1.4,24.8,15,34.5,1991-09-10,1991,"Sep","1991-Sep"
19910911,11.9,23,17.5,28.5,1991-09-11,1991,"Sep","1991-Sep"
19910912,0,20.8,14.5,27,1991-09-12,1991,"Sep","1991-Sep"
19910913,0,20.8,16,25.5,1991-09-13,1991,"Sep","1991-Sep"
19910914,0,21.5,15,28,1991-09-14,1991,"Sep","1991-Sep"
19910915,0,23,16.5,29.5,1991-09-15,1991,"Sep","1991-Sep"
19910916,0,23,14,32,1991-09-16,1991,"Sep","1991-Sep"
19910917,0,21.5,12,31,1991-09-17,1991,"Sep","1991-Sep"
19910918,0,22,13.5,30.5,1991-09-18,1991,"Sep","1991-Sep"
19910919,0,19.8,14.5,25,1991-09-19,1991,"Sep","1991-Sep"
19910920,0,24,15,33,1991-09-20,1991,"Sep","1991-Sep"
19910921,0,25.2,18,32.5,1991-09-21,1991,"Sep","1991-Sep"
19910922,0,24.2,21,27.5,1991-09-22,1991,"Sep","1991-Sep"
19910923,0,21.2,17,25.5,1991-09-23,1991,"Sep","1991-Sep"
19910924,0,22.8,12,33.5,1991-09-24,1991,"Sep","1991-Sep"
19910925,14.4,19.8,14.5,25,1991-09-25,1991,"Sep","1991-Sep"
19910926,2.3,16,11.5,20.5,1991-09-26,1991,"Sep","1991-Sep"
19910927,0,14.8,9.5,20,1991-09-27,1991,"Sep","1991-Sep"
19910928,1.1,16.8,11.5,22,1991-09-28,1991,"Sep","1991-Sep"
19910929,34.5,13,10.5,15.5,1991-09-29,1991,"Sep","1991-Sep"
19910930,11.6,14.2,12,16.5,1991-09-30,1991,"Sep","1991-Sep"
19911001,0,15.5,12.5,18.5,1991-10-01,1991,"Oct","1991-Oct"
19911002,0,15,11.5,18.5,1991-10-02,1991,"Oct","1991-Oct"
19911003,0,14.5,7.5,21.5,1991-10-03,1991,"Oct","1991-Oct"
19911004,0,17,9.5,24.5,1991-10-04,1991,"Oct","1991-Oct"
19911005,5.4,14.8,12.5,17,1991-10-05,1991,"Oct","1991-Oct"
19911006,0,11.8,9,14.5,1991-10-06,1991,"Oct","1991-Oct"
19911007,0,12,2.5,21.5,1991-10-07,1991,"Oct","1991-Oct"
19911008,0,12.2,5.5,19,1991-10-08,1991,"Oct","1991-Oct"
19911009,9.9,13.8,7,20.5,1991-10-09,1991,"Oct","1991-Oct"
19911010,8.7,12.5,9.5,15.5,1991-10-10,1991,"Oct","1991-Oct"
19911011,0,15.5,12.5,18.5,1991-10-11,1991,"Oct","1991-Oct"
19911012,0,13.8,8.5,19,1991-10-12,1991,"Oct","1991-Oct"
19911013,0,15,13,17,1991-10-13,1991,"Oct","1991-Oct"
19911014,1.2,14.8,11.5,18,1991-10-14,1991,"Oct","1991-Oct"
19911015,2,12.8,10.5,15,1991-10-15,1991,"Oct","1991-Oct"
19911016,0,14.8,9.5,20,1991-10-16,1991,"Oct","1991-Oct"
19911017,0,15.5,11,20,1991-10-17,1991,"Oct","1991-Oct"
19911018,5.2,14.2,11.5,17,1991-10-18,1991,"Oct","1991-Oct"
19911019,16.8,11.2,9.5,13,1991-10-19,1991,"Oct","1991-Oct"
19911020,1.4,9,5.5,12.5,1991-10-20,1991,"Oct","1991-Oct"
19911021,9.8,8.8,7,10.5,1991-10-21,1991,"Oct","1991-Oct"
19911022,0,8.2,4.5,12,1991-10-22,1991,"Oct","1991-Oct"
19911023,0,8.5,4,13,1991-10-23,1991,"Oct","1991-Oct"
19911024,0,7.2,0.5,14,1991-10-24,1991,"Oct","1991-Oct"
19911025,3,10.5,2,19,1991-10-25,1991,"Oct","1991-Oct"
19911026,3.3,13.5,8.5,18.5,1991-10-26,1991,"Oct","1991-Oct"
19911027,2.3,14.5,9.5,19.5,1991-10-27,1991,"Oct","1991-Oct"
19911028,0,12,9,15,1991-10-28,1991,"Oct","1991-Oct"
19911029,0,11.5,4.5,18.5,1991-10-29,1991,"Oct","1991-Oct"
19911030,0,11.2,7,15.5,1991-10-30,1991,"Oct","1991-Oct"
19911031,0,14.8,8,21.5,1991-10-31,1991,"Oct","1991-Oct"
19911101,0,17.8,14.5,21,1991-11-01,1991,"Nov","1991-Nov"
19911102,0,15.5,13.5,17.5,1991-11-02,1991,"Nov","1991-Nov"
19911103,6.8,16,9.5,22.5,1991-11-03,1991,"Nov","1991-Nov"
19911104,8,13.2,10.5,16,1991-11-04,1991,"Nov","1991-Nov"
19911105,21,10,7.5,12.5,1991-11-05,1991,"Nov","1991-Nov"
19911106,0.7,9,6.5,11.5,1991-11-06,1991,"Nov","1991-Nov"
19911107,0,10,6,14,1991-11-07,1991,"Nov","1991-Nov"
